t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint,xi_x,xi_y,xi_ref_x,xi_ref_y,zmp_ref_x,zmp_ref_y,zmp_cmd_x,zmp_cmd_y,zmp_clamp,dcm_err,support,step,share_l,share_r,swing_tgt_x,swing_tgt_y,swing_tgt_z,ankle_roll_l,ankle_roll_r,push_fx,push_fy
0.0500,0.00038,0.00070,0.48037,1.00000,0.00001,-0.00038,0.00001,0.00629,0.00043,0.32515,0.32501,0.00079,0.00583,2,0.03476,0.00079,0.034800,0.00257,-0.1396,-0.0004,-0.0856,0.2116,0.0081,0.0037,-0.1668,0,0.04900,0.01900,0.0480,0.0366,0.009397,0.047913,-0.2735,0.6679,27.0513,-0.2789,0.7116,26.5697,-0.2688,0.6734,35.1758,-0.2739,0.7278,35.4532,0.004959,-0.002212,27.0498,0.005202,-0.002339,26.5697,0.005618,-0.001124,35.1761,0.005863,-0.001253,35.4532,0.00060,-0.00181,-0.35472,0.71592,-0.35992,0.00357,-0.00059,-0.00337,-0.35425,0.71486,-0.35925,0.00283,0.00730,-0.01506,0.00734,-0.01506,0.00023,-0.15455,-0.03043,-0.63971,0.10285,0.03874,0.00035,-0.13860,0.06395,-0.86192,0.16710,0.03723,-0.00569,0.06643,-0.00565,0.06642,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005833,0.003219,0.004187,0.005832,0.004187,0.001257,0.009127,-0.006583,0.000000,0.003089,0.000000,0.000000,0.434538,0.565462,0.000000,0.000000,0.000000,0.003452,0.002150,0.000000,0.000000
0.0550,0.00036,0.00081,0.48036,1.00000,0.00001,-0.00036,0.00001,0.00628,0.00051,0.32515,0.32501,0.00075,0.00596,2,0.03477,0.00075,0.034811,0.00204,-0.1261,-0.0004,-0.0779,0.1969,0.0094,0.0072,-0.1439,0,0.04900,0.01900,0.0440,0.0343,0.009019,0.048117,-0.2491,0.6213,27.4047,-0.2526,0.6649,26.9738,-0.2448,0.6269,34.8305,-0.2483,0.6779,35.1283,0.004635,-0.002016,27.4034,0.004822,-0.002133,26.9738,0.005311,-0.001055,34.8307,0.005522,-0.001173,35.1283,0.00060,-0.00218,-0.35511,0.71642,-0.36012,0.00376,-0.00059,-0.00380,-0.35463,0.71534,-0.35943,0.00348,0.00717,-0.01278,0.00721,-0.01278,0.00025,-0.14269,-0.02869,-0.65784,0.10005,0.03769,0.00026,-0.12658,0.05764,-0.86069,0.15850,0.03467,-0.00571,0.06311,-0.00570,0.06310,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005744,0.003492,0.004187,0.005958,0.004187,0.001383,0.008860,-0.006016,0.000000,0.002917,0.000000,0.000000,0.440169,0.559831,0.000000,0.000000,0.000000,0.003575,0.002832,0.000000,0.000000
0.0600,0.00033,0.00093,0.48036,1.00000,0.00001,-0.00034,0.00001,0.00626,0.00059,0.32514,0.32501,0.00072,0.00608,2,0.03478,0.00072,0.034820,0.00160,-0.1148,-0.0004,-0.0708,0.1831,0.0079,0.0098,-0.1255,0,0.04900,0.01900,0.0404,0.0321,0.008705,0.048298,-0.2263,0.5776,27.7340,-0.2290,0.6214,27.3486,-0.2225,0.5832,34.4915,-0.2254,0.6303,34.8043,0.004352,-0.001839,27.7330,0.004507,-0.001949,27.3486,0.005027,-0.000989,34.4916,0.005219,-0.001095,34.8043,0.00061,-0.00259,-0.35547,0.71684,-0.36026,0.00399,-0.00059,-0.00424,-0.35499,0.71574,-0.35956,0.00409,0.00703,-0.01062,0.00707,-0.01062,0.00027,-0.13119,-0.02680,-0.67423,0.09768,0.03672,0.00018,-0.11499,0.05180,-0.85853,0.15059,0.03239,-0.00566,0.05980,-0.00568,0.05979,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005660,0.003756,0.004187,0.006084,0.004187,0.001508,0.008608,-0.005475,0.000000,0.002755,0.000000,0.000000,0.445556,0.554444,0.000000,0.000000,0.000000,0.003755,0.003478,0.000000,0.000000
0.0650,0.00031,0.00106,0.48035,1.00000,0.00001,-0.00033,0.00001,0.00624,0.00068,0.32514,0.32501,0.00068,0.00621,2,0.03479,0.00068,0.034827,0.00124,-0.1053,-0.0004,-0.0642,0.1702,0.0048,0.0115,-0.1104,0,0.04900,0.01900,0.0371,0.0300,0.008435,0.048460,-0.2051,0.5365,28.0440,-0.2076,0.5806,27.6989,-0.2017,0.5422,34.1619,-0.2045,0.5851,34.4850,0.004099,-0.001680,28.0432,0.004236,-0.001785,27.6989,0.004759,-0.000925,34.1619,0.004942,-0.001018,34.4850,0.00061,-0.00301,-0.35581,0.71718,-0.36034,0.00427,-0.00059,-0.00469,-0.35533,0.71609,-0.35964,0.00469,0.00688,-0.00858,0.00692,-0.00858,0.00028,-0.12006,-0.02489,-0.68925,0.09551,0.03580,0.00012,-0.10380,0.04631,-0.85581,0.14314,0.03036,-0.00559,0.05659,-0.00563,0.05659,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005581,0.004013,0.004187,0.006209,0.004187,0.001634,0.008371,-0.004956,0.000000,0.002602,0.000000,0.000000,0.450712,0.549288,0.000000,0.000000,0.000000,0.003988,0.004094,0.000000,0.000000
0.0700,0.00028,0.00119,0.48034,1.00000,0.00001,-0.00031,0.00001,0.00623,0.00078,0.32514,0.32501,0.00066,0.00634,2,0.03479,0.00066,0.034832,0.00095,-0.0974,-0.0004,-0.0580,0.1581,0.0009,0.0123,-0.0980,0,0.04900,0.01900,0.0341,0.0280,0.008195,0.048605,-0.1853,0.4980,28.3380,-0.1880,0.5423,28.0285,-0.1823,0.5038,33.8436,-0.1854,0.5425,34.1731,0.003869,-0.001536,28.3373,0.003996,-0.001638,28.0285,0.004505,-0.000863,33.8435,0.004682,-0.000944,34.1731,0.00061,-0.00346,-0.35612,0.71746,-0.36037,0.00459,-0.00058,-0.00516,-0.35565,0.71638,-0.35967,0.00526,0.00673,-0.00665,0.00677,-0.00665,0.00029,-0.10926,-0.02302,-0.70315,0.09343,0.03493,0.00006,-0.09300,0.04109,-0.85274,0.13601,0.02856,-0.00550,0.05350,-0.00556,0.05350,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005507,0.004262,0.004187,0.006335,0.004187,0.001760,0.008147,-0.004460,0.000000,0.002458,0.000000,0.000000,0.455648,0.544352,0.000000,0.000000,0.000000,0.004266,0.004687,0.000000,0.000000
0.0750,0.00025,0.00133,0.48034,1.00000,0.00001,-0.00030,0.00001,0.00621,0.00087,0.32514,0.32501,0.00063,0.00646,2,0.03480,0.00063,0.034836,0.00071,-0.0908,-0.0005,-0.0522,0.1467,-0.0032,0.0125,-0.0878,0,0.04900,0.01900,0.0314,0.0261,0.007979,0.048735,-0.1668,0.4620,28.6183,-0.1700,0.5064,28.3401,-0.1643,0.4677,33.5374,-0.1678,0.5024,33.8703,0.003657,-0.001406,28.6177,0.003778,-0.001505,28.3401,0.004260,-0.000802,33.5373,0.004436,-0.000872,33.8703,0.00061,-0.00392,-0.35642,0.71768,-0.36036,0.00494,-0.00058,-0.00564,-0.35596,0.71662,-0.35967,0.00582,0.00656,-0.00483,0.00660,-0.00483,0.00030,-0.09879,-0.02122,-0.71614,0.09136,0.03410,0.00001,-0.08259,0.03608,-0.84949,0.12912,0.02699,-0.00540,0.05052,-0.00547,0.05052,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005436,0.004504,0.004187,0.006461,0.004187,0.001885,0.007936,-0.003984,0.000000,0.002322,0.000000,0.000000,0.460376,0.539624,0.000000,0.000000,0.000000,0.004586,0.005261,0.000000,0.000000
0.0800,0.00022,0.00147,0.48033,1.00000,0.00000,-0.00029,0.00001,0.00618,0.00098,0.32514,0.32501,0.00060,0.00659,2,0.03480,0.00060,0.034839,0.00051,-0.0855,-0.0005,-0.0469,0.1360,-0.0071,0.0121,-0.0794,0,0.04900,0.01900,0.0289,0.0243,0.007781,0.048854,-0.1495,0.4281,28.8867,-0.1534,0.4726,28.6360,-0.1474,0.4338,33.2438,-0.1514,0.4650,33.5775,0.003461,-0.001287,28.8862,0.003579,-0.001384,28.6360,0.004023,-0.000744,33.2436,0.004199,-0.000803,33.5775,0.00061,-0.00440,-0.35671,0.71786,-0.36030,0.00533,-0.00058,-0.00614,-0.35626,0.71683,-0.35963,0.00637,0.00639,-0.00312,0.00643,-0.00312,0.00030,-0.08863,-0.01952,-0.72836,0.08927,0.03330,-0.00003,-0.07253,0.03125,-0.84616,0.12244,0.02560,-0.00529,0.04764,-0.00537,0.04764,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005369,0.004740,0.004187,0.006586,0.004187,0.002011,0.007735,-0.003529,0.000000,0.002193,0.000000,0.000000,0.464908,0.535092,0.000000,0.000000,0.000000,0.004941,0.005821,0.000000,0.000000
0.0850,0.00019,0.00162,0.48033,1.00000,0.00000,-0.00028,0.00001,0.00616,0.00108,0.32513,0.32501,0.00058,0.00671,2,0.03481,0.00058,0.034841,0.00035,-0.0811,-0.0005,-0.0418,0.1260,-0.0108,0.0113,-0.0727,0,0.04900,0.01900,0.0266,0.0226,0.007597,0.048963,-0.1334,0.3964,29.1446,-0.1379,0.4409,28.9179,-0.1316,0.4021,32.9625,-0.1362,0.4299,33.2951,0.003277,-0.001179,29.1441,0.003394,-0.001274,28.9179,0.003794,-0.000687,32.9624,0.003971,-0.000737,33.2951,0.00061,-0.00490,-0.35698,0.71800,-0.36022,0.00574,-0.00058,-0.00665,-0.35655,0.71701,-0.35956,0.00692,0.00622,-0.00150,0.00626,-0.00150,0.00030,-0.07875,-0.01790,-0.73990,0.08714,0.03252,-0.00006,-0.06282,0.02659,-0.84281,0.11594,0.02439,-0.00518,0.04487,-0.00527,0.04487,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005306,0.004969,0.004187,0.006712,0.004187,0.002137,0.007546,-0.003092,0.000000,0.002072,0.000000,0.000000,0.469254,0.530746,0.000000,0.000000,0.000000,0.005328,0.006372,0.000000,0.000000
0.0900,0.00015,0.00177,0.48032,1.00000,0.00000,-0.00027,0.00000,0.00614,0.00119,0.32513,0.32501,0.00056,0.00684,2,0.03481,0.00056,0.034843,0.00023,-0.0775,-0.0005,-0.0371,0.1166,-0.0142,0.0101,-0.0672,0,0.04900,0.01900,0.0245,0.0210,0.007425,0.049062,-0.1183,0.3667,29.3927,-0.1234,0.4111,29.1872,-0.1169,0.3723,32.6933,-0.1220,0.3972,33.0233,0.003105,-0.001080,29.3924,0.003222,-0.001173,29.1872,0.003572,-0.000632,32.6931,0.003749,-0.000674,33.0233,0.00061,-0.00541,-0.35724,0.71811,-0.36010,0.00618,-0.00058,-0.00717,-0.35683,0.71716,-0.35948,0.00746,0.00604,0.00002,0.00608,0.00002,0.00031,-0.06915,-0.01635,-0.75084,0.08499,0.03178,-0.00009,-0.05345,0.02210,-0.83949,0.10963,0.02333,-0.00507,0.04219,-0.00516,0.04220,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005246,0.005193,0.004187,0.006838,0.004187,0.002262,0.007366,-0.002672,0.000000,0.001957,0.000000,0.000000,0.473426,0.526574,0.000000,0.000000,0.000000,0.005743,0.006919,0.000000,0.000000
0.0950,0.00012,0.00192,0.48032,1.00000,0.00000,-0.00026,0.00000,0.00611,0.00130,0.32513,0.32501,0.00053,0.00696,2,0.03481,0.00053,0.034844,0.00013,-0.0746,-0.0005,-0.0327,0.1078,-0.0171,0.0086,-0.0629,0,0.04900,0.01900,0.0226,0.0195,0.007263,0.049153,-0.1043,0.3389,29.6319,-0.1099,0.3831,29.4450,-0.1032,0.3444,32.4356,-0.1087,0.3666,32.7620,0.002944,-0.000989,29.6316,0.003060,-0.001080,29.4450,0.003356,-0.000580,32.4355,0.003534,-0.000614,32.7620,0.00062,-0.00594,-0.35749,0.71819,-0.35997,0.00664,-0.00058,-0.00770,-0.35710,0.71728,-0.35937,0.00801,0.00587,0.00144,0.00590,0.00144,0.00030,-0.05981,-0.01487,-0.76125,0.08283,0.03105,-0.00011,-0.04439,0.01777,-0.83622,0.10349,0.02240,-0.00495,0.03962,-0.00505,0.03962,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005190,0.005411,0.004187,0.006964,0.004187,0.002388,0.007196,-0.002269,0.000000,0.001848,0.000000,0.000000,0.477433,0.522567,0.000000,0.000000,0.000000,0.006183,0.007462,0.000000,0.000000
0.1000,0.00008,0.00208,0.48032,1.00000,0.00000,-0.00025,0.00000,0.00609,0.00142,0.32513,0.32501,0.00051,0.00709,2,0.03482,0.00051,0.034844,0.00005,-0.0722,-0.0005,-0.0286,0.0996,-0.0196,0.0070,-0.0595,0,0.04900,0.01900,0.0208,0.0180,0.007111,0.049236,-0.0911,0.3129,29.8628,-0.0972,0.3567,29.6922,-0.0904,0.3183,32.1888,-0.0962,0.3381,32.5107,0.002793,-0.000905,29.8625,0.002907,-0.000995,29.6922,0.003148,-0.000530,32.1887,0.003325,-0.000557,32.5107,0.00062,-0.00647,-0.35774,0.71825,-0.35981,0.00713,-0.00058,-0.00825,-0.35737,0.71739,-0.35924,0.00855,0.00569,0.00278,0.00572,0.00278,0.00030,-0.05071,-0.01344,-0.77117,0.08067,0.03034,-0.00013,-0.03563,0.01360,-0.83301,0.09754,0.02158,-0.00483,0.03714,-0.00493,0.03715,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005136,0.005624,0.004187,0.007089,0.004187,0.002514,0.007034,-0.001882,0.000000,0.001746,0.000000,0.000000,0.481284,0.518716,0.000000,0.000000,0.000000,0.006645,0.008006,0.000000,0.000000
0.1050,0.00004,0.00224,0.48031,1.00000,0.00000,-0.00024,0.00000,0.00606,0.00153,0.32513,0.32501,0.00049,0.00721,2,0.03482,0.00049,0.034844,-0.00001,-0.0703,-0.0005,-0.0248,0.0919,-0.0217,0.0052,-0.0569,0,0.04900,0.01900,0.0191,0.0167,0.006968,0.049314,-0.0789,0.2885,30.0857,-0.0854,0.3320,29.9297,-0.0785,0.2938,31.9523,-0.0844,0.3115,32.2692,0.002651,-0.000828,30.0855,0.002764,-0.000916,29.9297,0.002945,-0.000482,31.9522,0.003122,-0.000504,32.2692,0.00062,-0.00702,-0.35798,0.71830,-0.35964,0.00762,-0.00058,-0.00880,-0.35764,0.71748,-0.35910,0.00910,0.00551,0.00402,0.00553,0.00403,0.00030,-0.04183,-0.01205,-0.78063,0.07854,0.02964,-0.00015,-0.02716,0.00959,-0.82987,0.09178,0.02088,-0.00471,0.03476,-0.00481,0.03476,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005085,0.005832,0.004187,0.007215,0.004187,0.002640,0.006881,-0.001509,0.000000,0.001649,0.000000,0.000000,0.484989,0.515011,0.000000,0.000000,0.000000,0.007126,0.008552,0.000000,0.000000
0.1100,0.00000,0.00241,0.48031,1.00000,0.00000,-0.00023,0.00000,0.00603,0.00165,0.32513,0.32501,0.00047,0.00734,2,0.03482,0.00047,0.034844,-0.00006,-0.0687,-0.0005,-0.0213,0.0846,-0.0235,0.0034,-0.0550,0,0.04900,0.01900,0.0176,0.0154,0.006834,0.049386,-0.0675,0.2657,30.3013,-0.0742,0.3088,30.1581,-0.0674,0.2708,31.7255,-0.0734,0.2866,32.0370,0.002519,-0.000756,30.3011,0.002629,-0.000843,30.1581,0.002750,-0.000437,31.7254,0.002924,-0.000453,32.0370,0.00062,-0.00758,-0.35822,0.71832,-0.35945,0.00814,-0.00057,-0.00937,-0.35790,0.71756,-0.35895,0.00965,0.00533,0.00519,0.00535,0.00519,0.00029,-0.03317,-0.01068,-0.78968,0.07644,0.02896,-0.00016,-0.01897,0.00573,-0.82680,0.08621,0.02026,-0.00458,0.03246,-0.00468,0.03247,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005037,0.006035,0.004187,0.007341,0.004187,0.002765,0.006737,-0.001151,0.000000,0.001558,0.000000,0.000000,0.488557,0.511443,0.000000,0.000000,0.000000,0.007625,0.009101,0.000000,0.000000
0.1150,-0.00003,0.00257,0.48031,1.00000,0.00000,-0.00022,0.00000,0.00600,0.00178,0.32513,0.32501,0.00046,0.00747,2,0.03482,0.00046,0.034843,-0.00009,-0.0675,-0.0005,-0.0180,0.0779,-0.0250,0.0015,-0.0536,0,0.04900,0.01900,0.0161,0.0142,0.006707,0.049453,-0.0568,0.2443,30.5097,-0.0638,0.2871,30.3780,-0.0570,0.2493,31.5076,-0.0631,0.2635,31.8136,0.002395,-0.000690,30.5095,0.002502,-0.000775,30.3780,0.002561,-0.000394,31.5075,0.002733,-0.000406,31.8136,0.00062,-0.00815,-0.35846,0.71834,-0.35926,0.00867,-0.00057,-0.00994,-0.35816,0.71763,-0.35879,0.01021,0.00515,0.00628,0.00517,0.00628,0.00029,-0.02472,-0.00933,-0.79833,0.07439,0.02830,-0.00017,-0.01104,0.00204,-0.82379,0.08084,0.01972,-0.00446,0.03026,-0.00455,0.03027,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004991,0.006234,0.004187,0.007466,0.004187,0.002891,0.006599,-0.000805,0.000000,0.001471,0.000000,0.000000,0.491995,0.508005,0.000000,0.000000,0.000000,0.008139,0.009654,0.000000,0.000000
0.1200,-0.00007,0.00274,0.48030,1.00000,0.00000,-0.00021,0.00000,0.00598,0.00190,0.32513,0.32501,0.00044,0.00759,2,0.03482,0.00044,0.034843,-0.00012,-0.0665,-0.0005,-0.0149,0.0715,-0.0262,-0.0003,-0.0527,0,0.04900,0.01900,0.0148,0.0131,0.006588,0.049515,-0.0470,0.2243,30.7113,-0.0541,0.2667,30.5900,-0.0474,0.2292,31.2982,-0.0535,0.2418,31.5986,0.002279,-0.000627,30.7112,0.002383,-0.000711,30.5900,0.002379,-0.000353,31.2981,0.002548,-0.000362,31.5986,0.00062,-0.00873,-0.35869,0.71834,-0.35905,0.00921,-0.00057,-0.01052,-0.35842,0.71768,-0.35862,0.01078,0.00498,0.00729,0.00500,0.00729,0.00028,-0.01645,-0.00799,-0.80661,0.07240,0.02764,-0.00018,-0.00336,-0.00150,-0.82084,0.07568,0.01926,-0.00433,0.02815,-0.00442,0.02816,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004948,0.006429,0.004187,0.007592,0.004187,0.003017,0.006470,-0.000472,0.000000,0.001390,0.000000,0.000000,0.495310,0.504690,0.000000,0.000000,0.000000,0.008668,0.010213,0.000000,0.000000
0.1250,-0.00011,0.00291,0.48030,1.00000,0.00000,-0.00020,0.00000,0.00595,0.00202,0.32513,0.32501,0.00042,0.00772,2,0.03483,0.00042,0.034842,-0.00014,-0.0656,-0.0005,-0.0120,0.0656,-0.0272,-0.0021,-0.0522,0,0.04900,0.01900,0.0136,0.0120,0.006477,0.049574,-0.0378,0.2056,30.9065,-0.0450,0.2476,30.7945,-0.0385,0.2103,31.0966,-0.0445,0.2217,31.3914,0.002170,-0.000569,30.9064,0.002271,-0.000652,30.7945,0.002203,-0.000316,31.0966,0.002370,-0.000320,31.3914,0.00062,-0.00932,-0.35892,0.71833,-0.35884,0.00976,-0.00057,-0.01111,-0.35867,0.71773,-0.35844,0.01135,0.00480,0.00822,0.00482,0.00823,0.00027,-0.00836,-0.00665,-0.81454,0.07047,0.02700,-0.00019,0.00408,-0.00490,-0.81794,0.07072,0.01886,-0.00419,0.02612,-0.00429,0.02613,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004907,0.006620,0.004187,0.007718,0.004187,0.003142,0.006347,-0.000150,0.000000,0.001313,0.000000,0.000000,0.498510,0.501490,0.000000,0.000000,0.000000,0.009208,0.010778,0.000000,0.000000
0.1300,-0.00015,0.00309,0.48030,1.00000,0.00000,-0.00019,0.00000,0.00592,0.00215,0.32513,0.32501,0.00040,0.00784,2,0.03483,0.00040,0.034841,-0.00015,-0.0650,-0.0005,-0.0094,0.0601,-0.0281,-0.0038,-0.0520,0,0.04900,0.01900,0.0125,0.0110,0.006372,0.049629,-0.0293,0.1882,31.0956,-0.0364,0.2298,30.9919,-0.0303,0.1926,30.9024,-0.0361,0.2028,31.1917,0.002069,-0.000515,31.0955,0.002166,-0.000596,30.9919,0.002034,-0.000280,30.9024,0.002197,-0.000282,31.1917,0.00063,-0.00992,-0.35915,0.71831,-0.35862,0.01032,-0.00057,-0.01171,-0.35892,0.71776,-0.35826,0.01193,0.00463,0.00909,0.00465,0.00910,0.00026,-0.00044,-0.00531,-0.82213,0.06863,0.02636,-0.00019,0.01130,-0.00814,-0.81510,0.06595,0.01852,-0.00406,0.02418,-0.00415,0.02419,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004868,0.006808,0.004187,0.007843,0.004187,0.003268,0.006230,0.000161,0.000000,0.001240,0.000000,0.000000,0.501602,0.498398,0.000000,0.000000,0.000000,0.009760,0.011349,0.000000,0.000000
0.1350,-0.00019,0.00326,0.48030,1.00000,0.00000,-0.00019,0.00000,0.00589,0.00228,0.32512,0.32501,0.00039,0.00797,2,0.03483,0.00039,0.034841,-0.00016,-0.0644,-0.0005,-0.0070,0.0549,-0.0287,-0.0055,-0.0520,0,0.04900,0.01900,0.0115,0.0101,0.006274,0.049680,-0.0214,0.1718,31.2788,-0.0285,0.2130,31.1827,-0.0226,0.1761,30.7151,-0.0283,0.1852,30.9990,0.001975,-0.000464,31.2787,0.002068,-0.000544,31.1827,0.001872,-0.000247,30.7150,0.002031,-0.000246,30.9990,0.00063,-0.01052,-0.35937,0.71829,-0.35839,0.01089,-0.00057,-0.01231,-0.35917,0.71779,-0.35807,0.01251,0.00447,0.00989,0.00448,0.00990,0.00025,0.00733,-0.00396,-0.82942,0.06687,0.02574,-0.00019,0.01831,-0.01124,-0.81230,0.06139,0.01823,-0.00392,0.02231,-0.00401,0.02233,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004831,0.006992,0.004187,0.007969,0.004187,0.003394,0.006120,0.000462,0.000000,0.001171,0.000000,0.000000,0.504591,0.495409,0.000000,0.000000,0.000000,0.010322,0.011927,0.000000,0.000000
0.1400,-0.00023,0.00344,0.48029,1.00000,0.00000,-0.00018,-0.00000,0.00586,0.00241,0.32512,0.32501,0.00037,0.00809,2,0.03483,0.00037,0.034840,-0.00017,-0.0640,-0.0005,-0.0047,0.0501,-0.0292,-0.0071,-0.0522,0,0.04900,0.01900,0.0105,0.0092,0.006183,0.049728,-0.0141,0.1566,31.4564,-0.0211,0.1974,31.3672,-0.0156,0.1606,30.5341,-0.0210,0.1688,30.8128,0.001888,-0.000416,31.4563,0.001977,-0.000495,31.3672,0.001715,-0.000216,30.5341,0.001871,-0.000213,30.8128,0.00063,-0.01113,-0.35959,0.71826,-0.35817,0.01147,-0.00057,-0.01292,-0.35941,0.71782,-0.35787,0.01310,0.00431,0.01063,0.00432,0.01064,0.00024,0.01495,-0.00259,-0.83641,0.06519,0.02512,-0.00020,0.02511,-0.01421,-0.80954,0.05701,0.01799,-0.00378,0.02053,-0.00386,0.02055,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004796,0.007172,0.004187,0.008095,0.004187,0.003519,0.006016,0.000752,0.000000,0.001106,0.000000,0.000000,0.507483,0.492517,0.000000,0.000000,0.000000,0.010894,0.012510,0.000000,0.000000
0.1450,-0.00028,0.00362,0.48029,1.00000,0.00000,-0.00017,-0.00000,0.00583,0.00254,0.32512,0.32501,0.00036,0.00822,2,0.03483,0.00036,0.034839,-0.00017,-0.0637,-0.0005,-0.0026,0.0455,-0.0297,-0.0086,-0.0526,0,0.04900,0.01900,0.0097,0.0084,0.006098,0.049774,-0.0074,0.1424,31.6287,-0.0143,0.1827,31.5458,-0.0091,0.1461,30.3592,-0.0142,0.1534,30.6328,0.001807,-0.000370,31.6286,0.001892,-0.000449,31.5458,0.001565,-0.000188,30.3591,0.001716,-0.000182,30.6328,0.00063,-0.01174,-0.35981,0.71823,-0.35793,0.01206,-0.00057,-0.01353,-0.35965,0.71783,-0.35767,0.01370,0.00415,0.01131,0.00416,0.01131,0.00023,0.02242,-0.00122,-0.84312,0.06360,0.02451,-0.00020,0.03171,-0.01704,-0.80682,0.05283,0.01780,-0.00364,0.01883,-0.00372,0.01884,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004764,0.007350,0.004187,0.008220,0.004187,0.003645,0.005918,0.001034,0.000000,0.001044,0.000000,0.000000,0.510285,0.489715,0.000000,0.000000,0.000000,0.011473,0.013100,0.000000,0.000000
