t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint,xi_x,xi_y,xi_ref_x,xi_ref_y,zmp_ref_x,zmp_ref_y,zmp_cmd_x,zmp_cmd_y,zmp_clamp,dcm_err,support,step,share_l,share_r,swing_tgt_x,swing_tgt_y,swing_tgt_z,ankle_roll_l,ankle_roll_r,push_fx,push_fy
2.7600,-0.00497,-0.03530,0.47629,1.00000,0.00021,0.00026,-0.00008,0.00437,-0.02509,0.32523,0.32501,0.00045,-0.02067,1,0.03471,0.00045,0.056688,-0.05682,0.0000,0.0000,0.0034,0.7042,0.0140,0.1679,-0.8161,0,0.04900,0.01900,0.0000,0.1206,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0215,4.4632,62.2644,0.0631,4.4933,62.1009,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.009209,-0.006511,62.2479,-0.009415,-0.006527,62.1009,-0.01930,0.14469,-0.63926,1.17172,-0.36879,-0.08807,0.00372,0.11869,-0.40987,0.76172,-0.35337,-0.11540,0.01581,0.00151,0.01413,0.00255,0.08042,0.25664,-0.01521,0.07176,-0.01329,0.06020,-0.12504,-2.87556,-0.16576,-2.49649,-0.56491,0.27195,-0.03175,-0.00505,-0.02855,-0.00583,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004209,-0.020597,0.004187,-0.020666,0.004187,-0.048628,0.004255,-0.048419,0.000000,0.000073,2.000000,2.000000,1.000000,0.000000,0.004129,0.053556,0.053261,-0.090067,-0.116302,0.000000,0.000000
2.7650,-0.00494,-0.03507,0.47635,1.00000,0.00019,0.00031,-0.00006,0.00436,-0.02495,0.32522,0.32501,0.00052,-0.01989,1,0.03471,0.00052,0.056350,-0.07422,0.0000,0.0000,0.0031,0.7083,0.0127,0.1741,-0.8292,0,0.04900,0.01900,0.0000,0.1212,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0194,4.4892,62.2563,0.0617,4.5159,62.1141,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.009085,-0.006529,62.2391,-0.009327,-0.006565,62.1141,-0.01841,0.14399,-0.63578,1.16585,-0.36951,-0.08606,0.00360,0.11785,-0.40939,0.76082,-0.35306,-0.11443,0.01552,0.00144,0.01396,0.00246,0.08157,0.25222,0.01171,0.02672,-0.01495,0.06062,-0.12402,-2.87276,-0.15356,-2.49664,-0.55355,0.27395,-0.03276,-0.00516,-0.02949,-0.00603,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004212,-0.019818,0.004187,-0.019887,0.004187,-0.048628,0.004262,-0.048420,0.000000,0.000074,2.000000,2.000000,1.000000,0.000000,0.004132,0.053653,0.052702,-0.088071,-0.115400,0.000000,0.000000
2.7700,-0.00489,-0.03481,0.47643,1.00000,0.00018,0.00035,-0.00003,0.00436,-0.02480,0.32522,0.32501,0.00061,-0.01909,1,0.03471,0.00061,0.055926,-0.09104,0.0000,0.0000,0.0027,0.7130,0.0111,0.1810,-0.8375,0,0.04900,0.01900,0.0000,0.1219,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0173,4.5187,62.2464,0.0599,4.5416,62.1284,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.008922,-0.006525,62.2286,-0.009199,-0.006581,62.1284,-0.01746,0.14314,-0.63134,1.15842,-0.37028,-0.08404,0.00348,0.11693,-0.40873,0.75963,-0.35264,-0.11339,0.01519,0.00137,0.01374,0.00236,0.08234,0.24826,0.03743,-0.01694,-0.01645,0.06097,-0.12259,-2.87126,-0.13961,-2.49345,-0.53985,0.27451,-0.03361,-0.00525,-0.03029,-0.00619,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004214,-0.019019,0.004187,-0.019087,0.004187,-0.048628,0.004269,-0.048423,0.000000,0.000074,2.000000,2.000000,1.000000,0.000000,0.004136,0.053749,0.052082,-0.086061,-0.114430,0.000000,0.000000
2.7750,-0.00483,-0.03453,0.47653,1.00000,0.00016,0.00039,-0.00001,0.00436,-0.02463,0.32522,0.32501,0.00070,-0.01826,1,0.03471,0.00070,0.055421,-0.10713,0.0000,0.0000,0.0024,0.7182,0.0093,0.1884,-0.8412,0,0.04900,0.01900,0.0000,0.1226,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0154,4.5519,62.2348,0.0580,4.5706,62.1437,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.008719,-0.006501,62.2165,-0.009029,-0.006574,62.1437,-0.01643,0.14215,-0.62596,1.14948,-0.37111,-0.08200,0.00336,0.11593,-0.40787,0.75815,-0.35210,-0.11228,0.01482,0.00130,0.01348,0.00225,0.08270,0.24475,0.06179,-0.05909,-0.01778,0.06124,-0.12073,-2.87102,-0.12394,-2.48684,-0.52382,0.27369,-0.03430,-0.00531,-0.03094,-0.00632,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004216,-0.018197,0.004187,-0.018264,0.004187,-0.048628,0.004275,-0.048427,0.000000,0.000073,2.000000,2.000000,1.000000,0.000000,0.004139,0.053843,0.051406,-0.084038,-0.113391,0.000000,0.000000
2.7800,-0.00477,-0.03423,0.47663,1.00000,0.00015,0.00043,0.00001,0.00435,-0.02445,0.32521,0.32501,0.00078,-0.01742,1,0.03471,0.00078,0.054837,-0.12237,0.0000,0.0000,0.0021,0.7240,0.0072,0.1964,-0.8404,0,0.04900,0.01900,0.0000,0.1234,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0135,4.5887,62.2217,0.0560,4.6029,62.1597,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.008476,-0.006458,62.2029,-0.008819,-0.006546,62.1597,-0.01535,0.14103,-0.61966,1.13906,-0.37198,-0.07997,0.00324,0.11485,-0.40684,0.75640,-0.35147,-0.11111,0.01440,0.00122,0.01318,0.00213,0.08266,0.24168,0.08464,-0.09959,-0.01889,0.06144,-0.11841,-2.87197,-0.10653,-2.47670,-0.50545,0.27155,-0.03482,-0.00534,-0.03143,-0.00642,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004218,-0.017353,0.004187,-0.017419,0.004187,-0.048628,0.004281,-0.048431,0.000000,0.000073,2.000000,2.000000,1.000000,0.000000,0.004142,0.053936,0.050680,-0.082005,-0.112284,0.000000,0.000000
2.7850,-0.00469,-0.03390,0.47675,1.00000,0.00013,0.00047,0.00004,0.00435,-0.02424,0.32521,0.32501,0.00086,-0.01655,1,0.03471,0.00086,0.054180,-0.13662,0.0000,0.0000,0.0019,0.7304,0.0050,0.2048,-0.8352,0,0.04900,0.01900,0.0000,0.1244,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0118,4.6291,62.2073,0.0538,4.6386,62.1763,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.008191,-0.006395,62.1880,-0.008568,-0.006499,62.1763,-0.01421,0.13978,-0.61247,1.12720,-0.37289,-0.07792,0.00312,0.11368,-0.40564,0.75439,-0.35074,-0.10986,0.01394,0.00113,0.01284,0.00201,0.08219,0.23902,0.10582,-0.13831,-0.01977,0.06157,-0.11561,-2.87404,-0.08737,-2.46291,-0.48472,0.26818,-0.03516,-0.00534,-0.03176,-0.00648,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004220,-0.016486,0.004187,-0.016549,0.004187,-0.048628,0.004286,-0.048437,0.000000,0.000072,2.000000,2.000000,1.000000,0.000000,0.004145,0.054026,0.049910,-0.079965,-0.111108,0.000000,0.000000
2.7900,-0.00461,-0.03355,0.47688,1.00000,0.00011,0.00051,0.00006,0.00434,-0.02402,0.32520,0.32501,0.00094,-0.01566,1,0.03471,0.00094,0.053455,-0.14978,0.0000,0.0000,0.0016,0.7373,0.0025,0.2135,-0.8257,0,0.04900,0.01900,0.0000,0.1254,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0102,4.6733,62.1917,0.0515,4.6778,62.1935,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.007863,-0.006316,62.1720,-0.008274,-0.006432,62.1935,-0.01302,0.13840,-0.60443,1.11395,-0.37383,-0.07587,0.00301,0.11243,-0.40428,0.75215,-0.34992,-0.10855,0.01344,0.00105,0.01247,0.00189,0.08129,0.23675,0.12518,-0.17514,-0.02040,0.06164,-0.11230,-2.87715,-0.06640,-2.44538,-0.46159,0.26363,-0.03530,-0.00532,-0.03190,-0.00651,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004221,-0.015595,0.004187,-0.015656,0.004187,-0.048628,0.004291,-0.048444,0.000000,0.000071,2.000000,2.000000,1.000000,0.000000,0.004148,0.054115,0.049101,-0.077921,-0.109863,0.000000,0.000000
2.7950,-0.00452,-0.03317,0.47703,1.00000,0.00010,0.00054,0.00008,0.00434,-0.02377,0.32520,0.32501,0.00102,-0.01474,1,0.03471,0.00102,0.052667,-0.16174,0.0000,0.0000,0.0014,0.7449,-0.0001,0.2223,-0.8121,0,0.04900,0.01900,0.0000,0.1265,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,4.7211,62.1752,0.0492,4.7206,62.2112,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.007492,-0.006220,62.1551,-0.007936,-0.006347,62.2112,-0.01180,0.13689,-0.59558,1.09936,-0.37480,-0.07383,0.00290,0.11109,-0.40276,0.74969,-0.34903,-0.10716,0.01291,0.00095,0.01205,0.00176,0.07995,0.23483,0.14255,-0.20996,-0.02074,0.06162,-0.10844,-2.88122,-0.04357,-2.42399,-0.43600,0.25801,-0.03524,-0.00527,-0.03186,-0.00650,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004223,-0.014679,0.004187,-0.014738,0.004187,-0.048628,0.004296,-0.048451,0.000000,0.000069,2.000000,2.000000,1.000000,0.000000,0.004151,0.054202,0.048261,-0.075875,-0.108546,0.000000,0.000000
2.8000,-0.00442,-0.03277,0.47718,1.00000,0.00008,0.00058,0.00010,0.00434,-0.02351,0.32520,0.32501,0.00109,-0.01379,1,0.03471,0.00109,0.051823,-0.17240,0.0000,0.0000,0.0012,0.7530,-0.0028,0.2310,-0.7943,0,0.04900,0.01900,0.0000,0.1277,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,4.7727,62.1578,0.0468,4.7671,62.2290,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.007074,-0.006109,62.1375,-0.007554,-0.006246,62.2290,-0.01054,0.13527,-0.58595,1.08351,-0.37578,-0.07179,0.00279,0.10967,-0.40111,0.74704,-0.34808,-0.10570,0.01234,0.00086,0.01160,0.00162,0.07818,0.23323,0.15776,-0.24266,-0.02077,0.06154,-0.10399,-2.88614,-0.01878,-2.39861,-0.40787,0.25139,-0.03495,-0.00518,-0.03160,-0.00646,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004224,-0.013738,0.004187,-0.013794,0.004187,-0.048628,0.004300,-0.048460,0.000000,0.000068,2.000000,2.000000,1.000000,0.000000,0.004154,0.054286,0.047396,-0.073829,-0.107158,0.000000,0.000000
2.8050,-0.00431,-0.03235,0.47734,1.00000,0.00006,0.00061,0.00012,0.00434,-0.02323,0.32519,0.32501,0.00116,-0.01282,1,0.03472,0.00116,0.050930,-0.18168,0.0000,0.0000,0.0009,0.7618,-0.0057,0.2396,-0.7725,0,0.04900,0.01900,0.0000,0.1290,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,4.8281,62.1399,0.0445,4.8174,62.2470,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.006608,-0.005984,62.1193,-0.007126,-0.006130,62.2470,-0.00926,0.13353,-0.57560,1.06647,-0.37676,-0.06975,0.00268,0.10816,-0.39934,0.74423,-0.34707,-0.10416,0.01175,0.00076,0.01112,0.00148,0.07595,0.23190,0.17061,-0.27312,-0.02048,0.06138,-0.09890,-2.89182,0.00807,-2.36912,-0.37710,0.24388,-0.03443,-0.00506,-0.03112,-0.00637,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004226,-0.012771,0.004187,-0.012824,0.004187,-0.048628,0.004304,-0.048469,0.000000,0.000066,2.000000,2.000000,1.000000,0.000000,0.004157,0.054368,0.046514,-0.071787,-0.105696,0.000000,0.000000
2.8100,-0.00420,-0.03190,0.47750,1.00000,0.00005,0.00064,0.00014,0.00433,-0.02293,0.32519,0.32501,0.00122,-0.01183,1,0.03472,0.00122,0.049995,-0.18952,0.0000,0.0000,0.0007,0.7711,-0.0086,0.2478,-0.7465,0,0.04900,0.01900,0.0000,0.1304,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,4.8872,62.1216,0.0421,4.8716,62.2648,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.006092,-0.005848,62.1008,-0.006650,-0.006001,62.2648,-0.00796,0.13169,-0.56458,1.04832,-0.37773,-0.06772,0.00259,0.10656,-0.39747,0.74128,-0.34603,-0.10255,0.01112,0.00066,0.01061,0.00134,0.07327,0.23080,0.18091,-0.30122,-0.01983,0.06115,-0.09312,-2.89815,0.03711,-2.33541,-0.34357,0.23557,-0.03364,-0.00490,-0.03039,-0.00624,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004227,-0.011777,0.004187,-0.011827,0.004187,-0.048628,0.004308,-0.048480,0.000000,0.000064,2.000000,2.000000,1.000000,0.000000,0.004160,0.054447,0.045620,-0.069750,-0.104161,0.000000,0.000000
2.8150,-0.00408,-0.03142,0.47768,1.00000,0.00003,0.00067,0.00016,0.00433,-0.02261,0.32519,0.32501,0.00128,-0.01080,1,0.03472,0.00128,0.049025,-0.19585,0.0000,0.0000,0.0005,0.7810,-0.0115,0.2554,-0.7164,0,0.04900,0.01900,0.0000,0.1319,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,4.9501,62.1030,0.0397,4.9298,62.2824,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.005523,-0.005702,62.0821,-0.006125,-0.005860,62.2824,-0.00666,0.12973,-0.55294,1.02914,-0.37868,-0.06570,0.00249,0.10487,-0.39550,0.73823,-0.34495,-0.10086,0.01047,0.00056,0.01007,0.00120,0.07014,0.22986,0.18844,-0.32680,-0.01882,0.06084,-0.08659,-2.90501,0.06850,-2.29733,-0.30717,0.22657,-0.03259,-0.00471,-0.02941,-0.00607,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004228,-0.010756,0.004187,-0.010802,0.004187,-0.048628,0.004312,-0.048490,0.000000,0.000062,2.000000,2.000000,1.000000,0.000000,0.004162,0.054523,0.044723,-0.067721,-0.102549,0.000000,0.000000
2.8200,-0.00395,-0.03092,0.47785,1.00000,0.00001,0.00069,0.00018,0.00433,-0.02228,0.32518,0.32501,0.00133,-0.00975,1,0.03472,0.00133,0.048027,-0.20063,0.0000,0.0000,0.0003,0.7915,-0.0144,0.2621,-0.6820,0,0.04900,0.01900,0.0000,0.1336,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,5.0168,62.0844,0.0374,4.9920,62.2995,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.004899,-0.005547,62.0634,-0.005547,-0.005709,62.2995,-0.00536,0.12768,-0.54076,1.00903,-0.37959,-0.06370,0.00240,0.10309,-0.39347,0.73510,-0.34386,-0.09909,0.00980,0.00046,0.00951,0.00105,0.06656,0.22904,0.19296,-0.34970,-0.01742,0.06045,-0.07926,-2.91230,0.10241,-2.25476,-0.26773,0.21697,-0.03123,-0.00448,-0.02814,-0.00585,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004230,-0.009706,0.004187,-0.009748,0.004187,-0.048628,0.004316,-0.048502,0.000000,0.000060,2.000000,2.000000,1.000000,0.000000,0.004165,0.054597,0.043829,-0.065702,-0.100861,0.000000,0.000000
2.8250,-0.00382,-0.03039,0.47804,1.00000,-0.00000,0.00071,0.00019,0.00432,-0.02192,0.32518,0.32501,0.00138,-0.00867,1,0.03472,0.00138,0.047011,-0.20384,0.0000,0.0000,0.0001,0.8027,-0.0173,0.2678,-0.6432,0,0.04900,0.01900,0.0000,0.1353,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,5.0874,62.0660,0.0351,5.0584,62.3159,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.004217,-0.005385,62.0450,-0.004915,-0.005550,62.3159,-0.00407,0.12553,-0.52809,0.98811,-0.38044,-0.06171,0.00232,0.10122,-0.39138,0.73193,-0.34277,-0.09724,0.00912,0.00036,0.00893,0.00091,0.06252,0.22828,0.19422,-0.36974,-0.01562,0.05999,-0.07105,-2.91989,0.13904,-2.20758,-0.22509,0.20691,-0.02955,-0.00420,-0.02657,-0.00558,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004231,-0.008627,0.004187,-0.008665,0.004187,-0.048628,0.004320,-0.048513,0.000000,0.000059,2.000000,2.000000,1.000000,0.000000,0.004167,0.054667,0.042946,-0.063697,-0.099093,0.000000,0.000000
2.8300,-0.00369,-0.02983,0.47822,1.00000,-0.00002,0.00073,0.00021,0.00432,-0.02154,0.32518,0.32501,0.00142,-0.00755,1,0.03472,0.00142,0.045983,-0.20544,0.0000,0.0000,-0.0001,0.8144,-0.0202,0.2721,-0.5998,0,0.04900,0.01900,0.0000,0.1372,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0005,5.1619,62.0481,0.0329,5.1290,62.3313,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.003474,-0.005218,62.0270,-0.004225,-0.005384,62.3313,-0.00281,0.12329,-0.51502,0.96648,-0.38123,-0.05973,0.00225,0.09925,-0.38926,0.72876,-0.34170,-0.09531,0.00842,0.00026,0.00833,0.00076,0.05803,0.22750,0.19194,-0.38669,-0.01342,0.05945,-0.06189,-2.92765,0.17859,-2.15567,-0.17908,0.19648,-0.02753,-0.00388,-0.02467,-0.00525,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004233,-0.007518,0.004187,-0.007552,0.004187,-0.048628,0.004325,-0.048525,0.000000,0.000057,2.000000,2.000000,1.000000,0.000000,0.004170,0.054734,0.042081,-0.061707,-0.097244,0.000000,0.000000
2.8350,-0.00355,-0.02925,0.47840,1.00000,-0.00004,0.00074,0.00022,0.00432,-0.02114,0.32518,0.32501,0.00145,-0.00641,1,0.03472,0.00145,0.044952,-0.20545,0.0000,0.0000,-0.0003,0.8268,-0.0229,0.2746,-0.5515,0,0.04900,0.01900,0.0000,0.1391,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0018,5.2403,62.0307,0.0308,5.2041,62.3455,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.002667,-0.005048,62.0097,-0.003477,-0.005214,62.3455,-0.00158,0.12096,-0.50163,0.94429,-0.38194,-0.05778,0.00219,0.09720,-0.38713,0.72561,-0.34065,-0.09330,0.00771,0.00016,0.00772,0.00062,0.05309,0.22664,0.18583,-0.40029,-0.01082,0.05883,-0.05172,-2.93546,0.22129,-2.09892,-0.12953,0.18581,-0.02512,-0.00350,-0.02242,-0.00487,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004234,-0.006378,0.004187,-0.006408,0.004187,-0.048628,0.004329,-0.048537,0.000000,0.000056,2.000000,2.000000,1.000000,0.000000,0.004172,0.054797,0.041241,-0.059734,-0.095312,0.000000,0.000000
2.8400,-0.00341,-0.02863,0.47858,1.00000,-0.00005,0.00075,0.00023,0.00432,-0.02073,0.32517,0.32501,0.00148,-0.00523,1,0.03472,0.00148,0.043925,-0.20388,0.0000,0.0000,-0.0005,0.8398,-0.0255,0.2751,-0.4979,0,0.04900,0.01900,0.0000,0.1412,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0032,5.3227,62.0141,0.0288,5.2835,62.3581,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.001794,-0.004876,61.9933,-0.002666,-0.005042,62.3581,-0.00040,0.11854,-0.48800,0.92166,-0.38255,-0.05585,0.00213,0.09504,-0.38500,0.72252,-0.33964,-0.09119,0.00699,0.00007,0.00710,0.00048,0.04772,0.22563,0.17557,-0.41025,-0.00784,0.05814,-0.04045,-2.94317,0.26735,-2.03725,-0.07627,0.17503,-0.02232,-0.00308,-0.01980,-0.00443,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004236,-0.005207,0.004187,-0.005233,0.004187,-0.048628,0.004334,-0.048550,0.000000,0.000056,2.000000,2.000000,1.000000,0.000000,0.004174,0.054857,0.040433,-0.057782,-0.093295,0.000000,0.000000
2.8450,-0.00327,-0.02799,0.47876,1.00000,-0.00007,0.00076,0.00024,0.00432,-0.02029,0.32517,0.32501,0.00150,-0.00402,1,0.03472,0.00150,0.042912,-0.20074,0.0000,0.0000,-0.0007,0.8534,-0.0280,0.2732,-0.4387,0,0.04900,0.01900,0.0000,0.1435,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0046,5.4090,61.9986,0.0269,5.3676,62.3690,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.000853,-0.004706,61.9779,-0.001790,-0.004869,62.3690,0.00073,0.11604,-0.47422,0.89876,-0.38304,-0.05395,0.00209,0.09279,-0.38290,0.71953,-0.33868,-0.08900,0.00628,-0.00003,0.00648,0.00034,0.04192,0.22439,0.16083,-0.41621,-0.00450,0.05738,-0.02804,-2.95065,0.31697,-1.97064,-0.01915,0.16426,-0.01908,-0.00260,-0.01677,-0.00393,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004238,-0.004002,0.004187,-0.004024,0.004187,-0.048628,0.004340,-0.048562,0.000000,0.000056,2.000000,2.000000,1.000000,0.000000,0.004176,0.054913,0.039662,-0.055853,-0.091191,0.000000,0.000000
2.8500,-0.00313,-0.02732,0.47893,1.00000,-0.00008,0.00076,0.00025,0.00431,-0.01983,0.32517,0.32501,0.00151,-0.00278,1,0.03472,0.00151,0.041918,-0.19608,0.0000,0.0000,-0.0010,0.8677,-0.0302,0.2685,-0.3730,0,0.04900,0.01900,0.0000,0.1458,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0062,5.4993,61.9843,0.0251,5.4562,62.3781,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.000158,-0.004539,61.9637,-0.000848,-0.004697,62.3781,0.00180,0.11346,-0.46041,0.87574,-0.38341,-0.05207,0.00206,0.09043,-0.38085,0.71666,-0.33778,-0.08671,0.00557,-0.00009,0.00585,0.00021,0.03572,0.22285,0.14130,-0.41779,-0.00084,0.05654,-0.01441,-2.95775,0.37031,-1.89911,0.04189,0.15365,-0.01541,-0.00186,-0.01332,-0.00336,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004240,-0.002764,0.004187,-0.002782,0.004187,-0.048628,0.004346,-0.048574,0.000000,0.000056,2.000000,2.000000,1.000000,0.000000,0.004177,0.054965,0.038936,-0.053948,-0.088998,0.000000,0.000000
