t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0500,-0.00071,0.00000,0.46188,1.00000,0.00000,-0.00190,-0.00000,0.00847,0.00000,0.30082,0.30051,0.00390,0.00005,2,0.03476,0,0.04900,0.01900,0.0028,0.0023,0.007423,0.069717,-0.0992,0.0208,31.5014,0.0438,0.0330,32.3903,-0.0992,0.0231,31.4586,0.0437,-0.0030,32.3562,0.001859,-0.000340,31.5014,0.001224,-0.000325,32.3903,0.001846,-0.000189,31.4586,0.001213,-0.000104,32.3562,-0.00010,0.00013,-0.55067,1.11109,-0.55674,0.00003,0.00010,-0.00016,-0.55067,1.11109,-0.55675,0.00006,-0.00002,-0.00011,-0.00002,-0.00011,-0.00017,-0.00098,-0.03109,-1.34506,0.05469,0.00986,0.00015,0.00680,-0.03186,-1.34329,0.05419,0.00566,-0.00440,0.00039,-0.00440,0.00039,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0550,-0.00069,0.00000,0.46189,1.00000,0.00000,-0.00184,-0.00000,0.00847,0.00000,0.30083,0.30051,0.00380,0.00006,2,0.03477,0,0.04900,0.01900,0.0021,0.0011,0.007760,0.069690,-0.1114,0.0236,31.5344,0.0223,0.0348,32.4274,-0.1114,0.0258,31.4823,0.0222,-0.0005,32.3851,0.002093,-0.000369,31.5344,0.001560,-0.000352,32.4274,0.002077,-0.000228,31.4823,0.001547,-0.000141,32.3851,-0.00010,0.00012,-0.55084,1.11110,-0.55669,0.00003,0.00010,-0.00016,-0.55084,1.11111,-0.55669,0.00009,-0.00005,-0.00009,-0.00005,-0.00009,-0.00016,-0.00040,-0.02616,-1.34118,0.06238,0.01091,0.00013,0.00716,-0.02709,-1.33904,0.06177,0.00668,-0.00412,0.00032,-0.00413,0.00032,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0600,-0.00068,0.00001,0.46191,1.00000,0.00000,-0.00179,-0.00000,0.00847,0.00000,0.30085,0.30051,0.00369,0.00007,2,0.03478,0,0.04900,0.01900,0.0019,0.0004,0.008000,0.069662,-0.1184,0.0263,31.5606,0.0086,0.0366,32.4547,-0.1184,0.0285,31.4983,0.0085,0.0019,32.4032,0.002260,-0.000400,31.5606,0.001800,-0.000380,32.4547,0.002242,-0.000267,31.4983,0.001784,-0.000177,32.4032,-0.00010,0.00012,-0.55100,1.11108,-0.55659,0.00002,0.00010,-0.00017,-0.55100,1.11108,-0.55660,0.00013,-0.00008,-0.00007,-0.00008,-0.00007,-0.00015,0.00019,-0.02217,-1.33810,0.06811,0.01196,0.00012,0.00755,-0.02329,-1.33553,0.06738,0.00772,-0.00391,0.00026,-0.00392,0.00026,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0650,-0.00067,0.00001,0.46192,1.00000,0.00000,-0.00173,-0.00000,0.00848,0.00000,0.30086,0.30051,0.00357,0.00008,2,0.03479,0,0.04900,0.01900,0.0020,0.0002,0.008175,0.069632,-0.1221,0.0291,31.5825,-0.0001,0.0385,32.4754,-0.1221,0.0312,31.5090,-0.0001,0.0043,32.4138,0.002384,-0.000432,31.5825,0.001975,-0.000410,32.4754,0.002362,-0.000306,31.5090,0.001956,-0.000214,32.4138,-0.00010,0.00011,-0.55115,1.11101,-0.55648,0.00003,0.00010,-0.00018,-0.55115,1.11101,-0.55648,0.00016,-0.00011,-0.00005,-0.00011,-0.00005,-0.00015,0.00081,-0.01888,-1.33556,0.07244,0.01302,0.00011,0.00798,-0.02019,-1.33254,0.07158,0.00878,-0.00375,0.00021,-0.00376,0.00021,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0700,-0.00065,0.00001,0.46193,1.00000,0.00000,-0.00167,-0.00000,0.00848,0.00000,0.30087,0.30051,0.00346,0.00009,2,0.03480,0,0.04900,0.01900,0.0021,0.0004,0.008306,0.069602,-0.1237,0.0318,31.6017,-0.0055,0.0403,32.4917,-0.1238,0.0339,31.5163,-0.0056,0.0066,32.4191,0.002477,-0.000465,31.6017,0.002105,-0.000440,32.4917,0.002452,-0.000345,31.5163,0.002084,-0.000250,32.4191,-0.00010,0.00010,-0.55129,1.11091,-0.55634,0.00004,0.00010,-0.00019,-0.55129,1.11092,-0.55634,0.00019,-0.00014,-0.00003,-0.00014,-0.00003,-0.00014,0.00144,-0.01612,-1.33344,0.07576,0.01409,0.00010,0.00845,-0.01765,-1.32993,0.07476,0.00986,-0.00360,0.00016,-0.00361,0.00016,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0750,-0.00064,0.00001,0.46194,1.00000,0.00000,-0.00161,0.00000,0.00848,0.00001,0.30088,0.30051,0.00334,0.00011,2,0.03480,0,0.04900,0.01900,0.0022,0.0006,0.008406,0.069570,-0.1241,0.0345,31.6196,-0.0089,0.0421,32.5051,-0.1241,0.0365,31.5212,-0.0090,0.0089,32.4206,0.002549,-0.000499,31.6196,0.002205,-0.000471,32.5051,0.002521,-0.000384,31.5212,0.002181,-0.000287,32.4206,-0.00010,0.00009,-0.55142,1.11079,-0.55619,0.00005,0.00010,-0.00020,-0.55142,1.11080,-0.55619,0.00022,-0.00017,-0.00002,-0.00017,-0.00002,-0.00014,0.00209,-0.01378,-1.33165,0.07835,0.01517,0.00009,0.00895,-0.01554,-1.32761,0.07719,0.01095,-0.00347,0.00011,-0.00348,0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0800,-0.00062,0.00001,0.46195,1.00000,0.00000,-0.00155,0.00000,0.00849,0.00001,0.30089,0.30051,0.00322,0.00012,2,0.03481,0,0.04900,0.01900,0.0023,0.0008,0.008484,0.069538,-0.1237,0.0371,31.6367,-0.0109,0.0439,32.5167,-0.1237,0.0391,31.5245,-0.0110,0.0111,32.4194,0.002605,-0.000534,31.6367,0.002284,-0.000503,32.5167,0.002574,-0.000423,31.5245,0.002256,-0.000324,32.4194,-0.00010,0.00008,-0.55154,1.11066,-0.55603,0.00007,0.00010,-0.00021,-0.55154,1.11066,-0.55603,0.00025,-0.00021,-0.00000,-0.00021,-0.00000,-0.00014,0.00276,-0.01177,-1.33012,0.08037,0.01626,0.00008,0.00949,-0.01378,-1.32551,0.07905,0.01206,-0.00335,0.00007,-0.00336,0.00007,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0850,-0.00061,0.00002,0.46196,1.00000,0.00000,-0.00149,0.00000,0.00849,0.00001,0.30090,0.30051,0.00310,0.00014,2,0.03481,0,0.04900,0.01900,0.0024,0.0009,0.008547,0.069505,-0.1228,0.0397,31.6536,-0.0121,0.0456,32.5272,-0.1229,0.0417,31.5267,-0.0122,0.0133,32.4163,0.002650,-0.000569,31.6536,0.002346,-0.000535,32.5272,0.002615,-0.000462,31.5267,0.002314,-0.000361,32.4163,-0.00010,0.00007,-0.55165,1.11051,-0.55586,0.00009,0.00010,-0.00022,-0.55166,1.11052,-0.55587,0.00028,-0.00025,0.00001,-0.00025,0.00001,-0.00013,0.00345,-0.01003,-1.32880,0.08196,0.01736,0.00007,0.01006,-0.01230,-1.32359,0.08048,0.01319,-0.00323,0.00004,-0.00324,0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0900,-0.00060,0.00002,0.46198,1.00000,0.00000,-0.00143,0.00000,0.00850,0.00001,0.30091,0.30051,0.00298,0.00016,2,0.03481,0,0.04900,0.01900,0.0025,0.0010,0.008597,0.069472,-0.1216,0.0423,31.6706,-0.0127,0.0473,32.5372,-0.1217,0.0442,31.5280,-0.0128,0.0154,32.4116,0.002687,-0.000605,31.6706,0.002396,-0.000569,32.5372,0.002647,-0.000501,31.5280,0.002361,-0.000398,32.4116,-0.00010,0.00006,-0.55176,1.11035,-0.55570,0.00011,0.00010,-0.00024,-0.55176,1.11036,-0.55571,0.00031,-0.00029,0.00002,-0.00029,0.00002,-0.00013,0.00417,-0.00851,-1.32769,0.08322,0.01847,0.00006,0.01067,-0.01106,-1.32183,0.08156,0.01433,-0.00311,0.00001,-0.00313,0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0950,-0.00058,0.00002,0.46199,1.00000,0.00000,-0.00137,0.00000,0.00850,0.00001,0.30092,0.30051,0.00286,0.00017,2,0.03482,0,0.04900,0.01900,0.0026,0.0011,0.008638,0.069438,-0.1204,0.0448,31.6879,-0.0130,0.0490,32.5469,-0.1205,0.0467,31.5287,-0.0132,0.0175,32.4059,0.002716,-0.000641,31.6879,0.002437,-0.000602,32.5469,0.002672,-0.000541,31.5287,0.002397,-0.000435,32.4059,-0.00010,0.00004,-0.55186,1.11019,-0.55553,0.00013,0.00010,-0.00025,-0.55186,1.11020,-0.55554,0.00034,-0.00033,0.00003,-0.00033,0.00003,-0.00013,0.00490,-0.00716,-1.32673,0.08422,0.01960,0.00006,0.01131,-0.01001,-1.32021,0.08237,0.01548,-0.00300,-0.00002,-0.00302,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1000,-0.00057,0.00003,0.46200,1.00000,0.00000,-0.00131,0.00000,0.00850,0.00001,0.30093,0.30051,0.00274,0.00019,2,0.03482,0,0.04900,0.01900,0.0027,0.0012,0.008672,0.069404,-0.1190,0.0473,31.7055,-0.0131,0.0507,32.5567,-0.1191,0.0492,31.5289,-0.0132,0.0195,32.3992,0.002741,-0.000678,31.7055,0.002470,-0.000637,32.5567,0.002692,-0.000580,31.5289,0.002427,-0.000472,32.3992,-0.00010,0.00003,-0.55195,1.11002,-0.55537,0.00016,0.00010,-0.00027,-0.55196,1.11003,-0.55538,0.00037,-0.00038,0.00003,-0.00038,0.00003,-0.00013,0.00566,-0.00597,-1.32593,0.08502,0.02073,0.00005,0.01198,-0.00913,-1.31869,0.08296,0.01665,-0.00289,-0.00004,-0.00291,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1050,-0.00055,0.00003,0.46201,1.00000,0.00000,-0.00126,0.00000,0.00851,0.00002,0.30094,0.30051,0.00263,0.00021,2,0.03482,0,0.04900,0.01900,0.0028,0.0013,0.008699,0.069369,-0.1176,0.0497,31.7235,-0.0131,0.0523,32.5666,-0.1177,0.0516,31.5286,-0.0132,0.0215,32.3919,0.002761,-0.000715,31.7235,0.002498,-0.000671,32.5666,0.002707,-0.000620,31.5286,0.002450,-0.000510,32.3919,-0.00010,0.00001,-0.55204,1.10985,-0.55520,0.00019,0.00010,-0.00029,-0.55205,1.10987,-0.55522,0.00041,-0.00042,0.00004,-0.00042,0.00004,-0.00013,0.00645,-0.00490,-1.32526,0.08565,0.02188,0.00004,0.01267,-0.00839,-1.31727,0.08337,0.01783,-0.00278,-0.00006,-0.00281,-0.00006,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1100,-0.00054,0.00003,0.46202,1.00000,0.00000,-0.00120,0.00000,0.00851,0.00002,0.30095,0.30051,0.00252,0.00023,2,0.03482,0,0.04900,0.01900,0.0028,0.0014,0.008723,0.069334,-0.1162,0.0521,31.7420,-0.0129,0.0539,32.5768,-0.1163,0.0540,31.5278,-0.0131,0.0235,32.3839,0.002777,-0.000753,31.7420,0.002521,-0.000707,32.5768,0.002718,-0.000660,31.5278,0.002468,-0.000548,32.3839,-0.00010,-0.00001,-0.55213,1.10968,-0.55504,0.00022,0.00010,-0.00031,-0.55214,1.10971,-0.55506,0.00044,-0.00047,0.00004,-0.00047,0.00004,-0.00013,0.00726,-0.00393,-1.32471,0.08614,0.02304,0.00004,0.01340,-0.00777,-1.31594,0.08365,0.01903,-0.00268,-0.00008,-0.00271,-0.00008,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1150,-0.00053,0.00004,0.46203,1.00000,0.00000,-0.00115,0.00000,0.00851,0.00002,0.30096,0.30051,0.00241,0.00025,2,0.03482,0,0.04900,0.01900,0.0029,0.0015,0.008742,0.069298,-0.1148,0.0545,31.7609,-0.0127,0.0554,32.5872,-0.1149,0.0563,31.5266,-0.0129,0.0254,32.3753,0.002790,-0.000791,31.7609,0.002541,-0.000742,32.5872,0.002726,-0.000700,31.5266,0.002482,-0.000586,32.3753,-0.00010,-0.00003,-0.55221,1.10952,-0.55489,0.00026,0.00010,-0.00033,-0.55222,1.10954,-0.55491,0.00048,-0.00052,0.00005,-0.00052,0.00005,-0.00013,0.00809,-0.00306,-1.32427,0.08653,0.02421,0.00003,0.01416,-0.00725,-1.31468,0.08381,0.02023,-0.00258,-0.00010,-0.00261,-0.00010,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1200,-0.00052,0.00004,0.46204,1.00000,0.00000,-0.00110,0.00000,0.00852,0.00003,0.30096,0.30051,0.00230,0.00028,2,0.03482,0,0.04900,0.01900,0.0030,0.0016,0.008758,0.069262,-0.1134,0.0568,31.7802,-0.0125,0.0570,32.5981,-0.1136,0.0587,31.5250,-0.0127,0.0273,32.3662,0.002801,-0.000830,31.7802,0.002557,-0.000778,32.5981,0.002731,-0.000741,31.5249,0.002493,-0.000624,32.3662,-0.00010,-0.00005,-0.55229,1.10936,-0.55474,0.00030,0.00010,-0.00035,-0.55231,1.10938,-0.55476,0.00052,-0.00056,0.00005,-0.00057,0.00005,-0.00014,0.00895,-0.00225,-1.32393,0.08683,0.02539,0.00003,0.01494,-0.00683,-1.31348,0.08387,0.02145,-0.00248,-0.00012,-0.00251,-0.00012,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
